1 1 5.541585924187873 P
1 2 2.082949594046787 P
1 3 3.220876923978539 P
1 4 3.8277686528477286 P
1 5 6.7947636954164325 P
1 6 5.580082552186056 P
1 7 1.9534744602661964 P
1 8 4.155453471589002 P
1 9 3.0312056444876165 P
1 10 7.514505672754663 P
1 11 4.619321046062908 P
1 12 2.451083719749505 P
1 13 4.869968785144169 P
1 14 1.3846985434236945 P
1 15 3.9736585564331453 P
1 16 3.9677628136675525 P
1 17 1.8000858487850908 P
1 18 4.917761848093708 P
1 19 4.668751249928488 P
1 20 1.5834129629709195 P
1 21 3.9516120305943723 P
1 22 4.278239302754501 P
1 23 6.374870565948599 P
1 24 2.5978307833609593 P
1 25 1.104792816124332 P
1 26 4.46464353929801 P
1 27 6.604481423088146 P
1 28 1.888102242789381 P
1 29 4.711605519690736 P
1 30 5.960372242866947 P
1 31 4.3913694453639405 P
1 32 5.835195183852624 P
1 33 1.7789951251336462 P
1 34 1.6311475896052583 P
1 35 6.522284742488833 P
1 36 2.415748189047525 P
1 37 2.2527582124110244 P
1 38 1.502069272328237 P
1 39 3.813286698350284 P
1 40 6.031042809221027 P
1 41 6.523059620190462 P
1 42 0.2733900008275989 P
1 43 3.0214756622011643 P
1 44 5.073287486197653 P
1 45 3.8848731978616016 P
1 46 2.7287444747243943 P
1 47 2.461487036502744 P
1 48 1.300791221875727 P
1 49 3.0203337514943875 P
1 50 6.422568866235873 P
1 51 2.815074210531011 P
1 52 2.7035229905064746 P
1 53 6.7241054140580525 P
1 54 4.2120136765803275 P
1 55 4.398437578174237 P
1 56 2.8624923861263145 P
1 57 4.139933697915378 P
1 58 6.4009774515821665 P
1 59 2.6252491230380093 P
1 60 2.742491611141225 P
1 61 4.578263973587053 P
1 62 7.32968003298788 P
1 63 2.377487801602272 P
1 64 1.0046940124012913 P
1 65 1.2402975577068944 P
1 66 6.016581530409843 P
1 67 5.474340601539724 P
1 68 6.302388514500404 P
1 69 6.1617984697646095 P
1 70 5.048785951429824 P
1 71 5.232199103688912 P
1 72 2.2150814312713156 P
1 73 1.5396667232655652 P
1 74 4.12502038954447 P
1 75 6.101891308798195 P
